west_calender_yr,0
1990,181741.0
1991,169656.8
1992,157572.6
1993,145488.4
1994,133404.2
1995,121320.0
1996,118668.8
1997,116017.6
1998,113366.4
1999,110715.2
2000,108064.0
2001,106006.0
2002,103948.0
2003,101890.0
2004,95583.5
2005,89277.0
2006,86123.4
2007,82969.8
2008,79816.2
2009,76662.6
2010,73509.0
2011,70087.4
2012,66665.8
2013,63244.2
2014,59822.6
2015,56401.0
2016,53168.2
2017,49935.4
2018,46702.6
2019,43469.8
2020,40237.0
