時間軸コード,西暦（暦年）,和暦（暦年）,地域コード,地域,性別,項目,数値,単位
2015000202,2015年,平成27年,26207,城陽市,男,農業以外の自営業が主,39 ,人
2015000202,2015年,平成27年,26208,向日市,男,農業以外の自営業が主,27 ,人
2015000202,2015年,平成27年,26209,長岡京市,男,農業以外の自営業が主,33 ,人
2015000202,2015年,平成27年,26210,八幡市,男,農業以外の自営業が主,22 ,人
2015000202,2015年,平成27年,26211,京田辺市,男,農業以外の自営業が主,46 ,人
2015000202,2015年,平成27年,26212,京丹後市,男,農業以外の自営業が主,175 ,人
2015000202,2015年,平成27年,26213,南丹市,男,農業以外の自営業が主,208 ,人
2015000202,2015年,平成27年,26214,木津川市,男,農業以外の自営業が主,67 ,人
2015000202,2015年,平成27年,26303,乙訓郡大山崎町,男,農業以外の自営業が主,***,人
2015000202,2015年,平成27年,26322,久世郡久御山町,男,農業以外の自営業が主,31 ,人
2015000202,2015年,平成27年,26343,綴喜郡井手町,男,農業以外の自営業が主,6 ,人
2015000202,2015年,平成27年,26344,綴喜郡宇治田原町,男,農業以外の自営業が主,28 ,人
2015000202,2015年,平成27年,26364,相楽郡笠置町,男,農業以外の自営業が主,1 ,人
2015000202,2015年,平成27年,26365,相楽郡和束町,男,農業以外の自営業が主,14 ,人
2015000202,2015年,平成27年,26366,相楽郡精華町,男,農業以外の自営業が主,23 ,人
2015000202,2015年,平成27年,26367,相楽郡南山城村,男,農業以外の自営業が主,11 ,人
2015000202,2015年,平成27年,26407,船井郡京丹波町,男,農業以外の自営業が主,90 ,人
2015000202,2015年,平成27年,26463,与謝郡伊根町,男,農業以外の自営業が主,16 ,人
2015000202,2015年,平成27年,26465,与謝郡与謝野町,男,農業以外の自営業が主,56 ,人
2010000202,2010年,平成22年,26000,京都府,男,主に家事・育児,94 ,人
2010000202,2010年,平成22年,26100,京都市,男,主に家事・育児,11 ,人
2010000202,2010年,平成22年,26101,京都市北区,男,主に家事・育児,***,人
2010000202,2010年,平成22年,26102,京都市上京区,男,主に家事・育児,***,人
2010000202,2010年,平成22年,26103,京都市左京区,男,主に家事・育児,1 ,人
2010000202,2010年,平成22年,26104,京都市中京区,男,主に家事・育児,***,人
2010000202,2010年,平成22年,26105,京都市東山区,男,主に家事・育児,***,人
2010000202,2010年,平成22年,26106,京都市下京区,男,主に家事・育児,***,人
2010000202,2010年,平成22年,26107,京都市南区,男,主に家事・育児,1 ,人
2010000202,2010年,平成22年,26108,京都市右京区,男,主に家事・育児,5 ,人
2010000202,2010年,平成22年,26109,京都市伏見区,男,主に家事・育児,2 ,人
2010000202,2010年,平成22年,26110,京都市山科区,男,主に家事・育児,1 ,人
2010000202,2010年,平成22年,26111,京都市西京区,男,主に家事・育児,1 ,人
2010000202,2010年,平成22年,26201,福知山市,男,主に家事・育児,9 ,人
2010000202,2010年,平成22年,26202,舞鶴市,男,主に家事・育児,5 ,人
2010000202,2010年,平成22年,26203,綾部市,男,主に家事・育児,3 ,人
2010000202,2010年,平成22年,26204,宇治市,男,主に家事・育児,2 ,人
2010000202,2010年,平成22年,26205,宮津市,男,主に家事・育児,2 ,人
2010000202,2010年,平成22年,26206,亀岡市,男,主に家事・育児,15 ,人
2010000202,2010年,平成22年,26207,城陽市,男,主に家事・育児,3 ,人
2010000202,2010年,平成22年,26208,向日市,男,主に家事・育児,5 ,人
2010000202,2010年,平成22年,26209,長岡京市,男,主に家事・育児,1 ,人
2010000202,2010年,平成22年,26210,八幡市,男,主に家事・育児,2 ,人
2010000202,2010年,平成22年,26211,京田辺市,男,主に家事・育児,5 ,人
2010000202,2010年,平成22年,26212,京丹後市,男,主に家事・育児,4 ,人
2010000202,2010年,平成22年,26213,南丹市,男,主に家事・育児,5 ,人
2010000202,2010年,平成22年,26214,木津川市,男,主に家事・育児,4 ,人
2010000202,2010年,平成22年,26303,乙訓郡大山崎町,男,主に家事・育児,***,人
2010000202,2010年,平成22年,26322,久世郡久御山町,男,主に家事・育児,3 ,人
2010000202,2010年,平成22年,26343,綴喜郡井手町,男,主に家事・育児,***,人
2010000202,2010年,平成22年,26344,綴喜郡宇治田原町,男,主に家事・育児,3 ,人
2010000202,2010年,平成22年,26364,相楽郡笠置町,男,主に家事・育児,***,人
2010000202,2010年,平成22年,26365,相楽郡和束町,男,主に家事・育児,2 ,人
2010000202,2010年,平成22年,26366,相楽郡精華町,男,主に家事・育児,1 ,人
2010000202,2010年,平成22年,26367,相楽郡南山城村,男,主に家事・育児,***,人
2010000202,2010年,平成22年,26407,船井郡京丹波町,男,主に家事・育児,8 ,人
2010000202,2010年,平成22年,26463,与謝郡伊根町,男,主に家事・育児,***,人
2010000202,2010年,平成22年,26465,与謝郡与謝野町,男,主に家事・育児,1 ,人
2015000202,2015年,平成27年,26000,京都府,男,主に家事・育児,45 ,人
2015000202,2015年,平成27年,26100,京都市,男,主に家事・育児,13 ,人
2015000202,2015年,平成27年,26101,京都市北区,男,主に家事・育児,1 ,人
2015000202,2015年,平成27年,26102,京都市上京区,男,主に家事・育児,***,人
2015000202,2015年,平成27年,26103,京都市左京区,男,主に家事・育児,1 ,人
2015000202,2015年,平成27年,26104,京都市中京区,男,主に家事・育児,***,人
2015000202,2015年,平成27年,26105,京都市東山区,男,主に家事・育児,***,人
2015000202,2015年,平成27年,26106,京都市下京区,男,主に家事・育児,***,人
2015000202,2015年,平成27年,26107,京都市南区,男,主に家事・育児,1 ,人
2015000202,2015年,平成27年,26108,京都市右京区,男,主に家事・育児,4 ,人
2015000202,2015年,平成27年,26109,京都市伏見区,男,主に家事・育児,4 ,人
2015000202,2015年,平成27年,26110,京都市山科区,男,主に家事・育児,1 ,人
2015000202,2015年,平成27年,26111,京都市西京区,男,主に家事・育児,1 ,人
2015000202,2015年,平成27年,26201,福知山市,男,主に家事・育児,1 ,人
2015000202,2015年,平成27年,26202,舞鶴市,男,主に家事・育児,1 ,人
2015000202,2015年,平成27年,26203,綾部市,男,主に家事・育児,4 ,人
2015000202,2015年,平成27年,26204,宇治市,男,主に家事・育児,***,人
2015000202,2015年,平成27年,26205,宮津市,男,主に家事・育児,1 ,人
2015000202,2015年,平成27年,26206,亀岡市,男,主に家事・育児,7 ,人
2015000202,2015年,平成27年,26207,城陽市,男,主に家事・育児,1 ,人
2015000202,2015年,平成27年,26208,向日市,男,主に家事・育児,1 ,人
2015000202,2015年,平成27年,26209,長岡京市,男,主に家事・育児,***,人
2015000202,2015年,平成27年,26210,八幡市,男,主に家事・育児,***,人
2015000202,2015年,平成27年,26211,京田辺市,男,主に家事・育児,1 ,人
2015000202,2015年,平成27年,26212,京丹後市,男,主に家事・育児,4 ,人
2015000202,2015年,平成27年,26213,南丹市,男,主に家事・育児,3 ,人
2015000202,2015年,平成27年,26214,木津川市,男,主に家事・育児,3 ,人
2015000202,2015年,平成27年,26303,乙訓郡大山崎町,男,主に家事・育児,***,人
2015000202,2015年,平成27年,26322,久世郡久御山町,男,主に家事・育児,***,人
2015000202,2015年,平成27年,26343,綴喜郡井手町,男,主に家事・育児,***,人
2015000202,2015年,平成27年,26344,綴喜郡宇治田原町,男,主に家事・育児,***,人
2015000202,2015年,平成27年,26364,相楽郡笠置町,男,主に家事・育児,***,人
2015000202,2015年,平成27年,26365,相楽郡和束町,男,主に家事・育児,1 ,人
2015000202,2015年,平成27年,26366,相楽郡精華町,男,主に家事・育児,2 ,人
2015000202,2015年,平成27年,26367,相楽郡南山城村,男,主に家事・育児,1 ,人
2015000202,2015年,平成27年,26407,船井郡京丹波町,男,主に家事・育児,***,人
2015000202,2015年,平成27年,26463,与謝郡伊根町,男,主に家事・育児,***,人
2015000202,2015年,平成27年,26465,与謝郡与謝野町,男,主に家事・育児,1 ,人
2010000202,2010年,平成22年,26000,京都府,男,学生,2980 ,人
2010000202,2010年,平成22年,26100,京都市,男,学生,457 ,人
2010000202,2010年,平成22年,26101,京都市北区,男,学生,43 ,人
2010000202,2010年,平成22年,26102,京都市上京区,男,学生,1 ,人
2010000202,2010年,平成22年,26103,京都市左京区,男,学生,40 ,人
2010000202,2010年,平成22年,26104,京都市中京区,男,学生,1 ,人
2010000202,2010年,平成22年,26105,京都市東山区,男,学生,***,人
2010000202,2010年,平成22年,26106,京都市下京区,男,学生,3 ,人
2010000202,2010年,平成22年,26107,京都市南区,男,学生,43 ,人
2010000202,2010年,平成22年,26108,京都市右京区,男,学生,105 ,人
2010000202,2010年,平成22年,26109,京都市伏見区,男,学生,116 ,人
2010000202,2010年,平成22年,26110,京都市山科区,男,学生,20 ,人
2010000202,2010年,平成22年,26111,京都市西京区,男,学生,85 ,人
2010000202,2010年,平成22年,26201,福知山市,男,学生,262 ,人
2010000202,2010年,平成22年,26202,舞鶴市,男,学生,82 ,人
2010000202,2010年,平成22年,26203,綾部市,男,学生,123 ,人
2010000202,2010年,平成22年,26204,宇治市,男,学生,38 ,人
2010000202,2010年,平成22年,26205,宮津市,男,学生,62 ,人
2010000202,2010年,平成22年,26206,亀岡市,男,学生,348 ,人
2010000202,2010年,平成22年,26207,城陽市,男,学生,54 ,人
2010000202,2010年,平成22年,26208,向日市,男,学生,38 ,人
2010000202,2010年,平成22年,26209,長岡京市,男,学生,51 ,人
2010000202,2010年,平成22年,26210,八幡市,男,学生,51 ,人
2010000202,2010年,平成22年,26211,京田辺市,男,学生,145 ,人
2010000202,2010年,平成22年,26212,京丹後市,男,学生,306 ,人
2010000202,2010年,平成22年,26213,南丹市,男,学生,345 ,人
2010000202,2010年,平成22年,26214,木津川市,男,学生,144 ,人
2010000202,2010年,平成22年,26303,乙訓郡大山崎町,男,学生,5 ,人
2010000202,2010年,平成22年,26322,久世郡久御山町,男,学生,76 ,人
2010000202,2010年,平成22年,26343,綴喜郡井手町,男,学生,19 ,人
2010000202,2010年,平成22年,26344,綴喜郡宇治田原町,男,学生,36 ,人
2010000202,2010年,平成22年,26364,相楽郡笠置町,男,学生,***,人
2010000202,2010年,平成22年,26365,相楽郡和束町,男,学生,43 ,人
2010000202,2010年,平成22年,26366,相楽郡精華町,男,学生,60 ,人
2010000202,2010年,平成22年,26367,相楽郡南山城村,男,学生,18 ,人
2010000202,2010年,平成22年,26407,船井郡京丹波町,男,学生,146 ,人
2010000202,2010年,平成22年,26463,与謝郡伊根町,男,学生,25 ,人
2010000202,2010年,平成22年,26465,与謝郡与謝野町,男,学生,46 ,人
2015000202,2015年,平成27年,26000,京都府,男,学生,1851 ,人
2015000202,2015年,平成27年,26100,京都市,男,学生,281 ,人
2015000202,2015年,平成27年,26101,京都市北区,男,学生,21 ,人
2015000202,2015年,平成27年,26102,京都市上京区,男,学生,1 ,人
2015000202,2015年,平成27年,26103,京都市左京区,男,学生,19 ,人
2015000202,2015年,平成27年,26104,京都市中京区,男,学生,1 ,人
2015000202,2015年,平成27年,26105,京都市東山区,男,学生,***,人
2015000202,2015年,平成27年,26106,京都市下京区,男,学生,1 ,人
2015000202,2015年,平成27年,26107,京都市南区,男,学生,26 ,人
2015000202,2015年,平成27年,26108,京都市右京区,男,学生,62 ,人
2015000202,2015年,平成27年,26109,京都市伏見区,男,学生,77 ,人
2015000202,2015年,平成27年,26110,京都市山科区,男,学生,22 ,人
2015000202,2015年,平成27年,26111,京都市西京区,男,学生,51 ,人
2015000202,2015年,平成27年,26201,福知山市,男,学生,134 ,人
2015000202,2015年,平成27年,26202,舞鶴市,男,学生,49 ,人
2015000202,2015年,平成27年,26203,綾部市,男,学生,72 ,人
2015000202,2015年,平成27年,26204,宇治市,男,学生,18 ,人
2015000202,2015年,平成27年,26205,宮津市,男,学生,22 ,人
2015000202,2015年,平成27年,26206,亀岡市,男,学生,199 ,人
2015000202,2015年,平成27年,26207,城陽市,男,学生,51 ,人
2015000202,2015年,平成27年,26208,向日市,男,学生,28 ,人
2015000202,2015年,平成27年,26209,長岡京市,男,学生,37 ,人
2015000202,2015年,平成27年,26210,八幡市,男,学生,46 ,人
2015000202,2015年,平成27年,26211,京田辺市,男,学生,73 ,人
2015000202,2015年,平成27年,26212,京丹後市,男,学生,199 ,人
2015000202,2015年,平成27年,26213,南丹市,男,学生,222 ,人
2015000202,2015年,平成27年,26214,木津川市,男,学生,98 ,人
2015000202,2015年,平成27年,26303,乙訓郡大山崎町,男,学生,3 ,人
2015000202,2015年,平成27年,26322,久世郡久御山町,男,学生,57 ,人
2015000202,2015年,平成27年,26343,綴喜郡井手町,男,学生,8 ,人
2015000202,2015年,平成27年,26344,綴喜郡宇治田原町,男,学生,32 ,人
2015000202,2015年,平成27年,26364,相楽郡笠置町,男,学生,3 ,人
2015000202,2015年,平成27年,26365,相楽郡和束町,男,学生,28 ,人
2015000202,2015年,平成27年,26366,相楽郡精華町,男,学生,42 ,人
2015000202,2015年,平成27年,26367,相楽郡南山城村,男,学生,8 ,人
2015000202,2015年,平成27年,26407,船井郡京丹波町,男,学生,95 ,人
2015000202,2015年,平成27年,26463,与謝郡伊根町,男,学生,11 ,人
2015000202,2015年,平成27年,26465,与謝郡与謝野町,男,学生,35 ,人
2010000202,2010年,平成22年,26000,京都府,男,その他,3238 ,人
2010000202,2010年,平成22年,26100,京都市,男,その他,319 ,人
2010000202,2010年,平成22年,26101,京都市北区,男,その他,33 ,人
2010000202,2010年,平成22年,26102,京都市上京区,男,その他,2 ,人
2010000202,2010年,平成22年,26103,京都市左京区,男,その他,24 ,人
2010000202,2010年,平成22年,26104,京都市中京区,男,その他,1 ,人
2010000202,2010年,平成22年,26105,京都市東山区,男,その他,***,人
2010000202,2010年,平成22年,26106,京都市下京区,男,その他,***,人
2010000202,2010年,平成22年,26107,京都市南区,男,その他,23 ,人
2010000202,2010年,平成22年,26108,京都市右京区,男,その他,90 ,人
2010000202,2010年,平成22年,26109,京都市伏見区,男,その他,78 ,人
2010000202,2010年,平成22年,26110,京都市山科区,男,その他,17 ,人
2010000202,2010年,平成22年,26111,京都市西京区,男,その他,51 ,人
2010000202,2010年,平成22年,26201,福知山市,男,その他,207 ,人
2010000202,2010年,平成22年,26202,舞鶴市,男,その他,78 ,人
2010000202,2010年,平成22年,26203,綾部市,男,その他,170 ,人
2010000202,2010年,平成22年,26204,宇治市,男,その他,22 ,人
2010000202,2010年,平成22年,26205,宮津市,男,その他,50 ,人
2010000202,2010年,平成22年,26206,亀岡市,男,その他,438 ,人
2010000202,2010年,平成22年,26207,城陽市,男,その他,37 ,人
2010000202,2010年,平成22年,26208,向日市,男,その他,39 ,人
2010000202,2010年,平成22年,26209,長岡京市,男,その他,39 ,人
2010000202,2010年,平成22年,26210,八幡市,男,その他,47 ,人
2010000202,2010年,平成22年,26211,京田辺市,男,その他,129 ,人
2010000202,2010年,平成22年,26212,京丹後市,男,その他,483 ,人
2010000202,2010年,平成22年,26213,南丹市,男,その他,463 ,人
2010000202,2010年,平成22年,26214,木津川市,男,その他,153 ,人
2010000202,2010年,平成22年,26303,乙訓郡大山崎町,男,その他,5 ,人
2010000202,2010年,平成22年,26322,久世郡久御山町,男,その他,37 ,人
2010000202,2010年,平成22年,26343,綴喜郡井手町,男,その他,35 ,人
2010000202,2010年,平成22年,26344,綴喜郡宇治田原町,男,その他,32 ,人
2010000202,2010年,平成22年,26364,相楽郡笠置町,男,その他,7 ,人
2010000202,2010年,平成22年,26365,相楽郡和束町,男,その他,32 ,人
2010000202,2010年,平成22年,26366,相楽郡精華町,男,その他,58 ,人
2010000202,2010年,平成22年,26367,相楽郡南山城村,男,その他,31 ,人
2010000202,2010年,平成22年,26407,船井郡京丹波町,男,その他,274 ,人
2010000202,2010年,平成22年,26463,与謝郡伊根町,男,その他,17 ,人
2010000202,2010年,平成22年,26465,与謝郡与謝野町,男,その他,36 ,人
2015000202,2015年,平成27年,26000,京都府,男,その他,3102 ,人
2015000202,2015年,平成27年,26100,京都市,男,その他,353 ,人
2015000202,2015年,平成27年,26101,京都市北区,男,その他,26 ,人
2015000202,2015年,平成27年,26102,京都市上京区,男,その他,***,人
2015000202,2015年,平成27年,26103,京都市左京区,男,その他,37 ,人
2015000202,2015年,平成27年,26104,京都市中京区,男,その他,1 ,人
2015000202,2015年,平成27年,26105,京都市東山区,男,その他,***,人
2015000202,2015年,平成27年,26106,京都市下京区,男,その他,1 ,人
2015000202,2015年,平成27年,26107,京都市南区,男,その他,17 ,人
2015000202,2015年,平成27年,26108,京都市右京区,男,その他,117 ,人
2015000202,2015年,平成27年,26109,京都市伏見区,男,その他,92 ,人
2015000202,2015年,平成27年,26110,京都市山科区,男,その他,11 ,人
2015000202,2015年,平成27年,26111,京都市西京区,男,その他,51 ,人
2015000202,2015年,平成27年,26201,福知山市,男,その他,299 ,人
2015000202,2015年,平成27年,26202,舞鶴市,男,その他,132 ,人
2015000202,2015年,平成27年,26203,綾部市,男,その他,221 ,人
2015000202,2015年,平成27年,26204,宇治市,男,その他,26 ,人
2015000202,2015年,平成27年,26205,宮津市,男,その他,57 ,人
2015000202,2015年,平成27年,26206,亀岡市,男,その他,380 ,人
2015000202,2015年,平成27年,26207,城陽市,男,その他,39 ,人
2015000202,2015年,平成27年,26208,向日市,男,その他,42 ,人
2015000202,2015年,平成27年,26209,長岡京市,男,その他,39 ,人
2015000202,2015年,平成27年,26210,八幡市,男,その他,46 ,人
2015000202,2015年,平成27年,26211,京田辺市,男,その他,114 ,人
2015000202,2015年,平成27年,26212,京丹後市,男,その他,351 ,人
2015000202,2015年,平成27年,26213,南丹市,男,その他,396 ,人
2015000202,2015年,平成27年,26214,木津川市,男,その他,112 ,人
2015000202,2015年,平成27年,26303,乙訓郡大山崎町,男,その他,3 ,人
2015000202,2015年,平成27年,26322,久世郡久御山町,男,その他,43 ,人
2015000202,2015年,平成27年,26343,綴喜郡井手町,男,その他,21 ,人
2015000202,2015年,平成27年,26344,綴喜郡宇治田原町,男,その他,35 ,人
2015000202,2015年,平成27年,26364,相楽郡笠置町,男,その他,5 ,人
2015000202,2015年,平成27年,26365,相楽郡和束町,男,その他,26 ,人
2015000202,2015年,平成27年,26366,相楽郡精華町,男,その他,72 ,人
2015000202,2015年,平成27年,26367,相楽郡南山城村,男,その他,28 ,人
2015000202,2015年,平成27年,26407,船井郡京丹波町,男,その他,185 ,人
2015000202,2015年,平成27年,26463,与謝郡伊根町,男,その他,18 ,人
2015000202,2015年,平成27年,26465,与謝郡与謝野町,男,その他,59 ,人
2010000202,2010年,平成22年,26000,京都府,女,自営農業が主,9232 ,人
2010000202,2010年,平成22年,26100,京都市,女,自営農業が主,1400 ,人
2010000202,2010年,平成22年,26101,京都市北区,女,自営農業が主,182 ,人
2010000202,2010年,平成22年,26102,京都市上京区,女,自営農業が主,4 ,人
2010000202,2010年,平成22年,26103,京都市左京区,女,自営農業が主,81 ,人
2010000202,2010年,平成22年,26104,京都市中京区,女,自営農業が主,2 ,人
2010000202,2010年,平成22年,26105,京都市東山区,女,自営農業が主,***,人
2010000202,2010年,平成22年,26106,京都市下京区,女,自営農業が主,7 ,人
2010000202,2010年,平成22年,26107,京都市南区,女,自営農業が主,123 ,人
2010000202,2010年,平成22年,26108,京都市右京区,女,自営農業が主,317 ,人
2010000202,2010年,平成22年,26109,京都市伏見区,女,自営農業が主,383 ,人
2010000202,2010年,平成22年,26110,京都市山科区,女,自営農業が主,95 ,人
2010000202,2010年,平成22年,26111,京都市西京区,女,自営農業が主,206 ,人
2010000202,2010年,平成22年,26201,福知山市,女,自営農業が主,1200 ,人
2010000202,2010年,平成22年,26202,舞鶴市,女,自営農業が主,632 ,人
2010000202,2010年,平成22年,26203,綾部市,女,自営農業が主,732 ,人
2010000202,2010年,平成22年,26204,宇治市,女,自営農業が主,85 ,人
2010000202,2010年,平成22年,26205,宮津市,女,自営農業が主,237 ,人
2010000202,2010年,平成22年,26206,亀岡市,女,自営農業が主,677 ,人
2010000202,2010年,平成22年,26207,城陽市,女,自営農業が主,172 ,人
2010000202,2010年,平成22年,26208,向日市,女,自営農業が主,90 ,人
2010000202,2010年,平成22年,26209,長岡京市,女,自営農業が主,106 ,人
2010000202,2010年,平成22年,26210,八幡市,女,自営農業が主,250 ,人
2010000202,2010年,平成22年,26211,京田辺市,女,自営農業が主,227 ,人
2010000202,2010年,平成22年,26212,京丹後市,女,自営農業が主,876 ,人
2010000202,2010年,平成22年,26213,南丹市,女,自営農業が主,652 ,人
2010000202,2010年,平成22年,26214,木津川市,女,自営農業が主,382 ,人
2010000202,2010年,平成22年,26303,乙訓郡大山崎町,女,自営農業が主,14 ,人
2010000202,2010年,平成22年,26322,久世郡久御山町,女,自営農業が主,232 ,人
2010000202,2010年,平成22年,26343,綴喜郡井手町,女,自営農業が主,36 ,人
2010000202,2010年,平成22年,26344,綴喜郡宇治田原町,女,自営農業が主,93 ,人
2010000202,2010年,平成22年,26364,相楽郡笠置町,女,自営農業が主,8 ,人
2010000202,2010年,平成22年,26365,相楽郡和束町,女,自営農業が主,227 ,人
2010000202,2010年,平成22年,26366,相楽郡精華町,女,自営農業が主,125 ,人
2010000202,2010年,平成22年,26367,相楽郡南山城村,女,自営農業が主,118 ,人
2010000202,2010年,平成22年,26407,船井郡京丹波町,女,自営農業が主,434 ,人
2010000202,2010年,平成22年,26463,与謝郡伊根町,女,自営農業が主,80 ,人
2010000202,2010年,平成22年,26465,与謝郡与謝野町,女,自営農業が主,147 ,人
2015000202,2015年,平成27年,26000,京都府,女,自営農業が主,6394 ,人
2015000202,2015年,平成27年,26100,京都市,女,自営農業が主,1006 ,人
2015000202,2015年,平成27年,26101,京都市北区,女,自営農業が主,136 ,人
2015000202,2015年,平成27年,26102,京都市上京区,女,自営農業が主,2 ,人
2015000202,2015年,平成27年,26103,京都市左京区,女,自営農業が主,46 ,人
2015000202,2015年,平成27年,26104,京都市中京区,女,自営農業が主,2 ,人
2015000202,2015年,平成27年,26105,京都市東山区,女,自営農業が主,***,人
2015000202,2015年,平成27年,26106,京都市下京区,女,自営農業が主,8 ,人
2015000202,2015年,平成27年,26107,京都市南区,女,自営農業が主,100 ,人
2015000202,2015年,平成27年,26108,京都市右京区,女,自営農業が主,179 ,人
2015000202,2015年,平成27年,26109,京都市伏見区,女,自営農業が主,291 ,人
2015000202,2015年,平成27年,26110,京都市山科区,女,自営農業が主,83 ,人
2015000202,2015年,平成27年,26111,京都市西京区,女,自営農業が主,159 ,人
2015000202,2015年,平成27年,26201,福知山市,女,自営農業が主,709 ,人
2015000202,2015年,平成27年,26202,舞鶴市,女,自営農業が主,364 ,人
2015000202,2015年,平成27年,26203,綾部市,女,自営農業が主,422 ,人
2015000202,2015年,平成27年,26204,宇治市,女,自営農業が主,57 ,人
2015000202,2015年,平成27年,26205,宮津市,女,自営農業が主,156 ,人
2015000202,2015年,平成27年,26206,亀岡市,女,自営農業が主,495 ,人
2015000202,2015年,平成27年,26207,城陽市,女,自営農業が主,120 ,人
2015000202,2015年,平成27年,26208,向日市,女,自営農業が主,61 ,人
2015000202,2015年,平成27年,26209,長岡京市,女,自営農業が主,90 ,人
2015000202,2015年,平成27年,26210,八幡市,女,自営農業が主,167 ,人
2015000202,2015年,平成27年,26211,京田辺市,女,自営農業が主,178 ,人
2015000202,2015年,平成27年,26212,京丹後市,女,自営農業が主,641 ,人
2015000202,2015年,平成27年,26213,南丹市,女,自営農業が主,502 ,人
2015000202,2015年,平成27年,26214,木津川市,女,自営農業が主,304 ,人
2015000202,2015年,平成27年,26303,乙訓郡大山崎町,女,自営農業が主,14 ,人
2015000202,2015年,平成27年,26322,久世郡久御山町,女,自営農業が主,196 ,人
2015000202,2015年,平成27年,26343,綴喜郡井手町,女,自営農業が主,41 ,人
2015000202,2015年,平成27年,26344,綴喜郡宇治田原町,女,自営農業が主,65 ,人
2015000202,2015年,平成27年,26364,相楽郡笠置町,女,自営農業が主,6 ,人
2015000202,2015年,平成27年,26365,相楽郡和束町,女,自営農業が主,189 ,人
2015000202,2015年,平成27年,26366,相楽郡精華町,女,自営農業が主,113 ,人
2015000202,2015年,平成27年,26367,相楽郡南山城村,女,自営農業が主,75 ,人
2015000202,2015年,平成27年,26407,船井郡京丹波町,女,自営農業が主,291 ,人
2015000202,2015年,平成27年,26463,与謝郡伊根町,女,自営農業が主,47 ,人
2015000202,2015年,平成27年,26465,与謝郡与謝野町,女,自営農業が主,85 ,人
2010000202,2010年,平成22年,26000,京都府,女,勤務が主,10288 ,人
2010000202,2010年,平成22年,26100,京都市,女,勤務が主,880 ,人
2010000202,2010年,平成22年,26101,京都市北区,女,勤務が主,58 ,人
2010000202,2010年,平成22年,26102,京都市上京区,女,勤務が主,***,人
2010000202,2010年,平成22年,26103,京都市左京区,女,勤務が主,87 ,人
2010000202,2010年,平成22年,26104,京都市中京区,女,勤務が主,***,人
2010000202,2010年,平成22年,26105,京都市東山区,女,勤務が主,***,人
2010000202,2010年,平成22年,26106,京都市下京区,女,勤務が主,2 ,人
2010000202,2010年,平成22年,26107,京都市南区,女,勤務が主,60 ,人
2010000202,2010年,平成22年,26108,京都市右京区,女,勤務が主,274 ,人
2010000202,2010年,平成22年,26109,京都市伏見区,女,勤務が主,210 ,人
2010000202,2010年,平成22年,26110,京都市山科区,女,勤務が主,36 ,人
2010000202,2010年,平成22年,26111,京都市西京区,女,勤務が主,153 ,人
2010000202,2010年,平成22年,26201,福知山市,女,勤務が主,1320 ,人
2010000202,2010年,平成22年,26202,舞鶴市,女,勤務が主,453 ,人
2010000202,2010年,平成22年,26203,綾部市,女,勤務が主,724 ,人
2010000202,2010年,平成22年,26204,宇治市,女,勤務が主,71 ,人
2010000202,2010年,平成22年,26205,宮津市,女,勤務が主,200 ,人
2010000202,2010年,平成22年,26206,亀岡市,女,勤務が主,1209 ,人
2010000202,2010年,平成22年,26207,城陽市,女,勤務が主,160 ,人
2010000202,2010年,平成22年,26208,向日市,女,勤務が主,65 ,人
2010000202,2010年,平成22年,26209,長岡京市,女,勤務が主,84 ,人
2010000202,2010年,平成22年,26210,八幡市,女,勤務が主,123 ,人
2010000202,2010年,平成22年,26211,京田辺市,女,勤務が主,293 ,人
2010000202,2010年,平成22年,26212,京丹後市,女,勤務が主,1372 ,人
2010000202,2010年,平成22年,26213,南丹市,女,勤務が主,1314 ,人
2010000202,2010年,平成22年,26214,木津川市,女,勤務が主,433 ,人
2010000202,2010年,平成22年,26303,乙訓郡大山崎町,女,勤務が主,9 ,人
2010000202,2010年,平成22年,26322,久世郡久御山町,女,勤務が主,139 ,人
2010000202,2010年,平成22年,26343,綴喜郡井手町,女,勤務が主,52 ,人
2010000202,2010年,平成22年,26344,綴喜郡宇治田原町,女,勤務が主,114 ,人
2010000202,2010年,平成22年,26364,相楽郡笠置町,女,勤務が主,13 ,人
2010000202,2010年,平成22年,26365,相楽郡和束町,女,勤務が主,95 ,人
2010000202,2010年,平成22年,26366,相楽郡精華町,女,勤務が主,167 ,人
2010000202,2010年,平成22年,26367,相楽郡南山城村,女,勤務が主,67 ,人
2010000202,2010年,平成22年,26407,船井郡京丹波町,女,勤務が主,624 ,人
2010000202,2010年,平成22年,26463,与謝郡伊根町,女,勤務が主,66 ,人
2010000202,2010年,平成22年,26465,与謝郡与謝野町,女,勤務が主,241 ,人
2015000202,2015年,平成27年,26000,京都府,女,勤務が主,7582 ,人
2015000202,2015年,平成27年,26100,京都市,女,勤務が主,673 ,人
2015000202,2015年,平成27年,26101,京都市北区,女,勤務が主,37 ,人
2015000202,2015年,平成27年,26102,京都市上京区,女,勤務が主,***,人
2015000202,2015年,平成27年,26103,京都市左京区,女,勤務が主,55 ,人
2015000202,2015年,平成27年,26104,京都市中京区,女,勤務が主,2 ,人
2015000202,2015年,平成27年,26105,京都市東山区,女,勤務が主,***,人
2015000202,2015年,平成27年,26106,京都市下京区,女,勤務が主,1 ,人
2015000202,2015年,平成27年,26107,京都市南区,女,勤務が主,53 ,人
